year,month,day,dep_time,sched_dep_time,dep_delay
2013,11,5,1516,1435,41
2013,11,5,1537,1539,-2
2013,11,5,1552,1600,-8
2013,11,5,1607,1615,-8
2013,11,5,1627,1630,-3
2013,11,5,1642,1615,27
2013,11,5,1655,1655,0
2013,11,5,1714,1725,-11
2013,11,5,1740,1710,30
2013,11,5,1754,1800,-6
2013,11,5,1810,1815,-5
2013,11,5,1831,1811,20
2013,11,5,1851,1900,-9
2013,11,5,1910,1850,20
2013,11,5,1930,1930,0
2013,11,5,1950,2000,-10
2013,11,5,2009,2010,-1
2013,11,5,2040,2045,-5
2013,11,5,2102,2105,-3
2013,11,5,2226,2229,-3
2013,11,6,552,600,-8
2013,11,6,600,605,-5
2013,11,6,623,630,-7
2013,11,6,634,630,4
2013,11,6,655,700,-5
2013,11,6,715,725,-10
2013,11,6,741,745,-4
2013,11,6,753,805,-12
2013,11,6,806,811,-5
2013,11,6,821,830,-9
2013,11,6,834,841,-7
2013,11,6,854,900,-6
2013,11,6,903,910,-7
2013,11,6,932,928,4
2013,11,6,957,959,-2
2013,11,6,1021,1023,-2
2013,11,6,1046,1049,-3
2013,11,6,1107,1115,-8
2013,11,6,1137,1137,0
2013,11,6,1154,1159,-5
2013,11,6,1211,1220,-9
2013,11,6,1250,1300,-10
2013,11,6,1302,1300,2
2013,11,6,1331,1340,-9
2013,11,6,1356,1359,-3
2013,11,6,1427,1429,-2
2013,11,6,1448,1449,-1
2013,11,6,1455,1455,0
2013,11,6,1513,1512,1
2013,11,6,1529,1530,-1
2013,11,6,1550,1549,1
2013,11,6,1601,1600,1
2013,11,6,1616,1615,1
2013,11,6,1638,1645,-7
2013,11,6,1655,1700,-5
2013,11,6,1709,1705,4
2013,11,6,1729,1725,4
2013,11,6,1753,1800,-7
2013,11,6,1809,1815,-6
2013,11,6,1826,1830,-4
2013,11,6,1852,1855,-3
2013,11,6,1900,1909,-9
2013,11,6,1923,1925,-2
2013,11,6,1942,1946,-4
2013,11,6,2000,2010,-10
2013,11,6,2025,2035,-10
2013,11,6,2054,2100,-6
2013,11,6,2140,2145,-5
2013,11,6,2355,2359,-4
2013,11,7,555,600,-5
2013,11,7,610,615,-5
2013,11,7,627,635,-8
2013,11,7,648,655,-7
2013,11,7,659,705,-6
2013,11,7,722,729,-7
2013,11,7,748,751,-3
2013,11,7,800,755,5
2013,11,7,814,812,2
2013,11,7,825,830,-5
2013,11,7,849,855,-6
2013,11,7,901,908,-7
2013,11,7,921,925,-4
2013,11,7,951,933,18
2013,11,7,1006,1010,-4
2013,11,7,1028,1030,-2
2013,11,7,1059,1059,0
2013,11,7,1127,1135,-8
2013,11,7,1155,1200,-5
2013,11,7,1217,1200,17
2013,11,7,1252,1250,2
2013,11,7,1311,1315,-4
2013,11,7,1334,1326,8
2013,11,7,1356,1400,-4
2013,11,7,1431,1430,1
2013,11,7,1451,1451,0
2013,11,7,1505,1455,10
2013,11,7,1526,1522,4
2013,11,7,1545,1435,70
2013,11,7,1600,1430,90
2013,11,7,1620,1555,25
2013,11,7,1632,1638,-6
2013,11,7,1650,1650,0
2013,11,7,1708,1705,3
2013,11,7,1735,1646,49
2013,11,7,1755,1755,0
2013,11,7,1809,1800,9
2013,11,7,1827,1830,-3
2013,11,7,1851,1855,-4
2013,11,7,1906,1910,-4
2013,11,7,1926,1930,-4
2013,11,7,1953,1956,-3
2013,11,7,2001,1915,46
2013,11,7,2024,1935,49
2013,11,7,2056,2100,-4
2013,11,7,2122,2059,23
2013,11,7,2142,2110,32
2013,11,7,2238,2130,68
2013,11,7,,1215,
2013,11,8,524,515,9
2013,11,8,559,600,-1
2013,11,8,622,630,-8
2013,11,8,631,635,-4
2013,11,8,655,700,-5
2013,11,8,708,700,8
2013,11,8,740,745,-5
2013,11,8,753,800,-7
2013,11,8,804,810,-6
2013,11,8,821,825,-4
2013,11,8,835,837,-2
2013,11,8,852,855,-3
2013,11,8,904,908,-4
2013,11,8,932,936,-4
2013,11,8,954,959,-5
2013,11,8,1013,1000,13
2013,11,8,1036,1000,36
2013,11,8,1106,1110,-4
2013,11,8,1140,1145,-5
2013,11,8,1156,1159,-3
2013,11,8,1213,1145,28
2013,11,8,1250,1300,-10
2013,11,8,1308,1243,25
2013,11,8,1326,1326,0
2013,11,8,1355,1359,-4
2013,11,8,1418,1425,-7
2013,11,8,1440,1445,-5
2013,11,8,1453,1459,-6
2013,11,8,1508,1510,-2
2013,11,8,1527,1530,-3
2013,11,8,1547,1545,2
2013,11,8,1600,1600,0
2013,11,8,1624,1627,-3
2013,11,8,1638,1638,0
2013,11,8,1654,1700,-6
2013,11,8,1705,1610,55
2013,11,8,1726,1730,-4
2013,11,8,1752,1755,-3
2013,11,8,1808,1805,3
2013,11,8,1826,1830,-4
2013,11,8,1842,1845,-3
2013,11,8,1858,1850,8
2013,11,8,1924,1930,-6
2013,11,8,1939,1935,4
2013,11,8,2001,2000,1
2013,11,8,2025,2029,-4
2013,11,8,2049,2100,-11
2013,11,8,2104,2107,-3
2013,11,8,2157,2125,32
2013,11,8,,600,
2013,11,9,559,600,-1
2013,11,9,626,625,1
2013,11,9,653,700,-7
2013,11,9,723,725,-2
2013,11,9,744,745,-1
2013,11,9,759,805,-6
2013,11,9,821,829,-8
2013,11,9,835,822,13
2013,11,9,856,900,-4
2013,11,9,919,930,-11
2013,11,9,940,940,0
2013,11,9,1002,1001,1
2013,11,9,1028,1030,-2
2013,11,9,1057,1105,-8
2013,11,9,1141,1125,16
2013,11,9,1205,1215,-10
2013,11,9,1247,1249,-2
2013,11,9,1315,1315,0
2013,11,9,1350,1359,-9
2013,11,9,1417,1404,13
2013,11,9,1447,1450,-3
2013,11,9,1458,1500,-2
2013,11,9,1518,1530,-12
2013,11,9,1535,1535,0
2013,11,9,1558,1557,1
2013,11,9,1619,1620,-1
2013,11,9,1641,1642,-1
2013,11,9,1702,1704,-2
2013,11,9,1723,1710,13
2013,11,9,1756,1800,-4
2013,11,9,1826,1830,-4
2013,11,9,1845,1849,-4
2013,11,9,1927,1930,-3
2013,11,9,2010,2015,-5
2013,11,9,2113,2111,2
2013,11,10,147,2359,108
2013,11,10,613,615,-2
2013,11,10,638,639,-1
2013,11,10,706,710,-4
2013,11,10,738,745,-7
2013,11,10,755,746,9
2013,11,10,810,815,-5
2013,11,10,828,830,-2
2013,11,10,850,857,-7
2013,11,10,909,915,-6
2013,11,10,928,930,-2
2013,11,10,957,1000,-3
2013,11,10,1023,1029,-6
2013,11,10,1051,1100,-9
2013,11,10,1118,1115,3
2013,11,10,1149,1159,-10
2013,11,10,1158,1200,-2
2013,11,10,1229,1230,-1
2013,11,10,1257,1300,-3
2013,11,10,1320,1329,-9
2013,11,10,1346,1348,-2
2013,11,10,1406,1410,-4
2013,11,10,1437,1444,-7
2013,11,10,1452,1459,-7
2013,11,10,1503,1505,-2
2013,11,10,1523,1527,-4
2013,11,10,1542,1547,-5
2013,11,10,1558,1559,-1
2013,11,10,1616,1630,-14
2013,11,10,1631,1600,31
2013,11,10,1655,1654,1
2013,11,10,1712,1650,22
2013,11,10,1727,1729,-2
2013,11,10,1757,1755,2
2013,11,10,1812,1815,-3
2013,11,10,1828,1829,-1
2013,11,10,1851,1855,-4
2013,11,10,1918,1851,27
2013,11,10,1934,1935,-1
2013,11,10,1954,2005,-11
2013,11,10,2020,1930,50
2013,11,10,2038,2000,38
2013,11,10,2059,2100,-1
2013,11,10,2141,2100,41
2013,11,10,2241,2245,-4
2013,11,11,553,600,-7
2013,11,11,600,600,0
2013,11,11,625,635,-10
2013,11,11,639,635,4
2013,11,11,656,630,26
2013,11,11,716,715,1
2013,11,11,739,745,-6
2013,11,11,752,800,-8
2013,11,11,806,811,-5
2013,11,11,825,835,-10
2013,11,11,835,843,-8
2013,11,11,853,900,-7
2013,11,11,905,908,-3
2013,11,11,931,940,-9
2013,11,11,955,1001,-6
2013,11,11,1015,1018,-3
2013,11,11,1041,1045,-4
2013,11,11,1107,1114,-7
2013,11,11,1134,1135,-1
2013,11,11,1157,1200,-3
2013,11,11,1209,1215,-6
2013,11,11,1242,1245,-3
2013,11,11,1300,1115,105
2013,11,11,1324,1329,-5
2013,11,11,1350,1329,21
2013,11,11,1413,1415,-2
2013,11,11,1443,1443,0
2013,11,11,1454,1455,-1
2013,11,11,1504,1512,-8
2013,11,11,1525,1529,-4
2013,11,11,1545,1550,-5
2013,11,11,1600,1605,-5
2013,11,11,1618,1625,-7
2013,11,11,1640,1645,-5
2013,11,11,1655,1700,-5
2013,11,11,1709,1635,34
2013,11,11,1725,1724,1
2013,11,11,1751,1755,-4
2013,11,11,1805,1811,-6
2013,11,11,1823,1830,-7
2013,11,11,1838,1845,-7
2013,11,11,1859,1900,-1
2013,11,11,1925,1929,-4
2013,11,11,1941,1900,41
2013,11,11,2002,1845,77
2013,11,11,2021,2025,-4
2013,11,11,2051,2100,-9
2013,11,11,2111,2005,66
2013,11,11,2159,2129,30
2013,11,12,540,545,-5
2013,11,12,559,600,-1
2013,11,12,621,630,-9
2013,11,12,634,635,-1
2013,11,12,652,700,-8
2013,11,12,703,700,3
2013,11,12,736,745,-9
2013,11,12,750,800,-10
2013,11,12,801,810,-9
2013,11,12,824,829,-5
2013,11,12,846,822,24
2013,11,12,859,900,-1
2013,11,12,912,845,27
2013,11,12,937,835,62
2013,11,12,1004,950,14
2013,11,12,1025,1030,-5
2013,11,12,1042,1025,17
2013,11,12,1123,1130,-7
2013,11,12,1147,1045,62
2013,11,12,1205,1205,0
2013,11,12,1230,1129,61
2013,11,12,1253,1300,-7
2013,11,12,1315,1319,-4
2013,11,12,1341,1343,-2
2013,11,12,1403,1355,8
2013,11,12,1434,1425,9
2013,11,12,1449,1455,-6
2013,11,12,1459,1459,0
2013,11,12,1513,1520,-7
2013,11,12,1535,1540,-5
2013,11,12,1555,1600,-5
2013,11,12,1610,1530,40
2013,11,12,1629,1605,24
2013,11,12,1648,1650,-2
2013,11,12,1703,1700,3
2013,11,12,1718,1720,-2
2013,11,12,1737,1650,47
2013,11,12,1758,1800,-2
2013,11,12,1813,1805,8
2013,11,12,1830,1834,-4
2013,11,12,1855,1850,5
2013,11,12,1910,1730,100
2013,11,12,1930,1851,39
2013,11,12,1947,1950,-3
2013,11,12,2008,2000,8
2013,11,12,2039,2040,-1
2013,11,12,2104,2111,-7
2013,11,12,2144,2130,14
2013,11,12,2352,2359,-7
2013,11,13,553,600,-7
2013,11,13,605,610,-5
2013,11,13,626,630,-4
2013,11,13,637,645,-8
2013,11,13,655,700,-5
2013,11,13,720,725,-5
2013,11,13,745,750,-5
2013,11,13,755,759,-4
2013,11,13,809,815,-6
2013,11,13,827,829,-2
2013,11,13,845,845,0
2013,11,13,858,900,-2
2013,11,13,916,900,16
2013,11,13,945,949,-4
2013,11,13,959,959,0
2013,11,13,1024,1029,-5
2013,11,13,1050,1059,-9
2013,11,13,1111,1115,-4
2013,11,13,1144,1148,-4
2013,11,13,1158,1200,-2
2013,11,13,1221,1229,-8
2013,11,13,1253,1300,-7
2013,11,13,1313,1315,-2
2013,11,13,1342,1306,36
2013,11,13,1355,1340,15
2013,11,13,1427,1435,-8
2013,11,13,1447,1450,-3
2013,11,13,1455,1500,-5
2013,11,13,1508,1515,-7
2013,11,13,1536,1529,7
2013,11,13,1552,1600,-8
2013,11,13,1607,1530,37
2013,11,13,1626,1635,-9
2013,11,13,1643,1629,14
2013,11,13,1658,1705,-7
2013,11,13,1715,1706,9
2013,11,13,1730,1735,-5
2013,11,13,1759,1805,-6
2013,11,13,1811,1800,11
2013,11,13,1827,1830,-3
2013,11,13,1847,1850,-3
2013,11,13,1902,1907,-5
2013,11,13,1925,1935,-10
2013,11,13,1942,1930,12
2013,11,13,2005,2000,5
2013,11,13,2038,2040,-2
2013,11,13,2100,2105,-5
2013,11,13,2136,2050,46
2013,11,13,2242,2250,-8
2013,11,14,555,600,-5
2013,11,14,610,620,-10
2013,11,14,630,625,5
2013,11,14,650,700,-10
2013,11,14,700,705,-5
2013,11,14,724,730,-6
2013,11,14,749,755,-6
2013,11,14,758,745,13
2013,11,14,813,820,-7
2013,11,14,827,800,27
2013,11,14,843,845,-2
2013,11,14,900,900,0
2013,11,14,916,930,-14
2013,11,14,946,950,-4
2013,11,14,1003,1010,-7
2013,11,14,1023,1030,-7
2013,11,14,1052,1100,-8
2013,11,14,1121,1125,-4
2013,11,14,1150,1200,-10
2013,11,14,1202,1205,-3
2013,11,14,1227,1215,12
2013,11,14,1253,1300,-7
2013,11,14,1313,1300,13
2013,11,14,1337,1340,-3
2013,11,14,1354,1400,-6
2013,11,14,1426,1430,-4
2013,11,14,1446,1446,0
2013,11,14,1455,1500,-5
2013,11,14,1511,1430,41
2013,11,14,1530,1530,0
2013,11,14,1549,1550,-1
2013,11,14,1607,1615,-8
2013,11,14,1627,1630,-3
2013,11,14,1645,1638,7
2013,11,14,1657,1700,-3
2013,11,14,1718,1705,13
2013,11,14,1731,1725,6
2013,11,14,1754,1759,-5
2013,11,14,1814,1755,19
2013,11,14,1827,1830,-3
2013,11,14,1846,1850,-4
2013,11,14,1903,1900,3
2013,11,14,1923,1925,-2
2013,11,14,1938,1935,3
2013,11,14,1956,2000,-4
2013,11,14,2024,2025,-1
2013,11,14,2050,2100,-10
2013,11,14,2111,2120,-9
2013,11,14,2202,2152,10
2013,11,15,547,600,-13
2013,11,15,600,600,0
2013,11,15,623,625,-2
2013,11,15,635,645,-10
2013,11,15,655,700,-5
2013,11,15,711,714,-3
2013,11,15,731,736,-5
2013,11,15,752,755,-3
2013,11,15,804,815,-11
2013,11,15,821,830,-9
2013,11,15,836,843,-7
2013,11,15,853,900,-7
2013,11,15,903,910,-7
2013,11,15,930,936,-6
2013,11,15,954,958,-4
2013,11,15,1013,1015,-2
2013,11,15,1038,1045,-7
2013,11,15,1057,1100,-3
2013,11,15,1132,1135,-3
2013,11,15,1154,1200,-6
2013,11,15,1210,1215,-5
2013,11,15,1245,1247,-2
2013,11,15,1258,1250,8
2013,11,15,1326,1329,-3
2013,11,15,1352,1355,-3
2013,11,15,1418,1420,-2
2013,11,15,1444,1450,-6
2013,11,15,1454,1500,-6
2013,11,15,1500,1505,-5
2013,11,15,1525,1530,-5
2013,11,15,1544,1549,-5
2013,11,15,1558,1550,8
2013,11,15,1619,1625,-6
2013,11,15,1635,1635,0
2013,11,15,1652,1700,-8
2013,11,15,1705,1700,5
2013,11,15,1725,1729,-4
2013,11,15,1750,1700,50
2013,11,15,1805,1610,115
2013,11,15,1825,1830,-5
2013,11,15,1840,1845,-5
2013,11,15,1857,1900,-3
2013,11,15,1917,1920,-3
2013,11,15,1929,1932,-3
2013,11,15,1949,1735,134
2013,11,15,2008,2015,-7
2013,11,15,2038,2040,-2
2013,11,15,2101,2105,-4
2013,11,15,2146,2159,-13
2013,11,16,455,500,-5
2013,11,16,606,610,-4
2013,11,16,626,630,-4
2013,11,16,655,700,-5
2013,11,16,726,730,-4
2013,11,16,749,755,-6
2013,11,16,759,806,-7
2013,11,16,824,830,-6
2013,11,16,844,850,-6
2013,11,16,859,905,-6
2013,11,16,926,929,-3
2013,11,16,955,1000,-5
2013,11,16,1020,1025,-5
2013,11,16,1045,1049,-4
2013,11,16,1120,1130,-10
2013,11,16,1150,1200,-10
2013,11,16,1219,1219,0
2013,11,16,1301,1259,2
2013,11,16,1328,1330,-2
2013,11,16,1356,1400,-4
2013,11,16,1426,1430,-4
2013,11,16,1450,1450,0
2013,11,16,1502,1505,-3
2013,11,16,1526,1530,-4
2013,11,16,1551,1557,-6
2013,11,16,1608,1620,-12
2013,11,16,1628,1630,-2
2013,11,16,1650,1655,-5
2013,11,16,1709,1715,-6
2013,11,16,1742,1729,13
2013,11,16,1818,1825,-7
2013,11,16,1839,1830,9
2013,11,16,1905,1855,10
2013,11,16,1938,1930,8
2013,11,16,2034,2035,-1
2013,11,16,2224,2229,-5
2013,11,17,523,515,8
2013,11,17,621,630,-9
2013,11,17,650,655,-5
2013,11,17,715,720,-5
2013,11,17,742,745,-3
2013,11,17,757,810,-13
2013,11,17,811,820,-9
2013,11,17,832,755,37
2013,11,17,854,900,-6
2013,11,17,909,915,-6
2013,11,17,934,936,-2
2013,11,17,958,959,-1
2013,11,17,1024,949,35
2013,11,17,1055,1100,-5
2013,11,17,1126,1135,-9
2013,11,17,1151,1200,-9
2013,11,17,1209,1215,-6
2013,11,17,1240,1245,-5
2013,11,17,1306,1259,7
2013,11,17,1329,1329,0
2013,11,17,1355,1355,0
2013,11,17,1431,1429,2
2013,11,17,1448,1455,-7
2013,11,17,1459,1500,-1
2013,11,17,1519,1125,234
2013,11,17,1546,1300,166
2013,11,17,1600,1600,0
2013,11,17,1620,1527,53
2013,11,17,1642,1642,0
2013,11,17,1705,1700,5
2013,11,17,1725,1730,-5
2013,11,17,1754,1700,54
2013,11,17,1811,1815,-4
2013,11,17,1828,1818,10
2013,11,17,1845,1850,-5
2013,11,17,1908,1910,-2
2013,11,17,1932,1935,-3
2013,11,17,1953,2000,-7
2013,11,17,2031,2025,6
2013,11,17,2057,1900,117
2013,11,17,2120,2110,10
2013,11,17,2201,2100,61
2013,11,17,2226,2100,86
2013,11,17,2321,2107,134
2013,11,17,,2005,
2013,11,18,553,600,-7
2013,11,18,607,615,-8
2013,11,18,627,630,-3
2013,11,18,650,650,0
2013,11,18,701,700,1
2013,11,18,727,730,-3
2013,11,18,748,754,-6
2013,11,18,758,800,-2
2013,11,18,816,820,-4
2013,11,18,830,835,-5
2013,11,18,850,857,-7
2013,11,18,859,900,-1
2013,11,18,917,845,32
2013,11,18,948,949,-1
2013,11,18,1001,959,2
2013,11,18,1028,1030,-2
2013,11,18,1059,1050,9
2013,11,18,1130,1130,0
2013,11,18,1157,1200,-3
2013,11,18,1213,1215,-2
2013,11,18,1246,1250,-4
2013,11,18,1259,1259,0
2013,11,18,1324,1326,-2
2013,11,18,1350,1355,-5
2013,11,18,1418,1420,-2
2013,11,18,1444,1410,34
2013,11,18,1455,1505,-10
2013,11,18,1508,1435,33
2013,11,18,1527,1114,253
2013,11,18,1547,1550,-3
2013,11,18,1558,1600,-2
2013,11,18,1617,1620,-3
2013,11,18,1631,1629,2
2013,11,18,1650,1656,-6
2013,11,18,1703,1700,3
2013,11,18,1721,1725,-4
2013,11,18,1746,1755,-9
2013,11,18,1801,1804,-3
2013,11,18,1824,1830,-6
2013,11,18,1843,1900,-17
2013,11,18,1856,1900,-4
2013,11,18,1921,1925,-4
2013,11,18,1936,1930,6
2013,11,18,1953,2000,-7
2013,11,18,2015,2019,-4
2013,11,18,2049,2106,-17
2013,11,18,2124,2130,-6
2013,11,18,2224,2215,9
2013,11,18,,910,
2013,11,19,546,600,-14
2013,11,19,558,600,-2
2013,11,19,624,630,-6
2013,11,19,631,639,-8
2013,11,19,655,700,-5
2013,11,19,706,720,-14
2013,11,19,734,742,-8
2013,11,19,750,755,-5
2013,11,19,759,800,-1
2013,11,19,820,830,-10
2013,11,19,829,835,-6
2013,11,19,850,900,-10
2013,11,19,901,905,-4
2013,11,19,927,930,-3
2013,11,19,953,845,68
2013,11,19,1013,1018,-5
2013,11,19,1043,1045,-2
2013,11,19,1109,1115,-6
2013,11,19,1136,1030,66
2013,11,19,1157,1200,-3
2013,11,19,1224,1215,9
2013,11,19,1251,1300,-9
2013,11,19,1306,1310,-4
2013,11,19,1332,1340,-8
2013,11,19,1356,1354,2
2013,11,19,1423,1429,-6
2013,11,19,1442,1444,-2
2013,11,19,1453,1500,-7
2013,11,19,1506,1510,-4
2013,11,19,1528,1529,-1
2013,11,19,1550,1600,-10
2013,11,19,1601,1522,39
2013,11,19,1619,1625,-6
2013,11,19,1638,1646,-8
2013,11,19,1654,1700,-6
2013,11,19,1703,1710,-7
2013,11,19,1727,1730,-3
2013,11,19,1751,1755,-4
2013,11,19,1805,1810,-5
2013,11,19,1824,1721,63
2013,11,19,1847,1850,-3
2013,11,19,1900,1907,-7
2013,11,19,1923,1900,23
2013,11,19,1935,1935,0
2013,11,19,1957,2001,-4
2013,11,19,2024,2030,-6
2013,11,19,2051,2059,-8
2013,11,19,2132,2130,2
2013,11,19,2313,2255,18
2013,11,20,554,600,-6
2013,11,20,606,610,-4
2013,11,20,625,625,0
2013,11,20,650,700,-10
2013,11,20,657,705,-8
2013,11,20,723,729,-6
2013,11,20,748,750,-2
2013,11,20,759,807,-8
2013,11,20,809,815,-6
2013,11,20,827,830,-3
2013,11,20,843,845,-2
2013,11,20,856,905,-9
2013,11,20,912,915,-3
2013,11,20,944,953,-9
2013,11,20,1000,1010,-10
2013,11,20,1023,1025,-2
2013,11,20,1053,1029,24
2013,11,20,1122,1130,-8
2013,11,20,1152,1200,-8
2013,11,20,1209,1215,-6
2013,11,20,1238,1247,-9
2013,11,20,1254,1300,-6
2013,11,20,1318,1325,-7
2013,11,20,1347,1351,-4
2013,11,20,1359,1355,4
2013,11,20,1432,1425,7
2013,11,20,1449,1455,-6
2013,11,20,1459,1505,-6
2013,11,20,1515,1520,-5
2013,11,20,1533,1539,-6
2013,11,20,1553,1600,-7
2013,11,20,1608,1550,18
2013,11,20,1623,1630,-7
2013,11,20,1649,1645,4
2013,11,20,1659,1710,-11
2013,11,20,1720,1645,35
2013,11,20,1734,1725,9
2013,11,20,1758,1800,-2
2013,11,20,1818,1820,-2
2013,11,20,1834,1830,4
2013,11,20,1855,1900,-5
2013,11,20,1909,1920,-11
2013,11,20,1927,1900,27
2013,11,20,1944,1850,54
2013,11,20,2006,2000,6
2013,11,20,2025,1925,60
2013,11,20,2055,2107,-12
2013,11,20,2131,1850,161
2013,11,20,2301,2140,81
2013,11,21,554,600,-6
2013,11,21,608,615,-7
2013,11,21,626,631,-5
2013,11,21,638,645,-7
2013,11,21,657,710,-13
2013,11,21,722,730,-8
2013,11,21,748,751,-3
2013,11,21,757,805,-8
2013,11,21,811,815,-4
2013,11,21,825,825,0
2013,11,21,846,850,-4
2013,11,21,858,900,-2
2013,11,21,913,720,113
2013,11,21,941,945,-4
2013,11,21,955,959,-4
2013,11,21,1017,1021,-4
2013,11,21,1033,1029,4
2013,11,21,1110,1100,10
2013,11,21,1137,1140,-3
2013,11,21,1156,1200,-4
2013,11,21,1220,1215,5
2013,11,21,1249,1245,4
2013,11,21,1300,1300,0
2013,11,21,1325,1246,39
2013,11,21,1354,1359,-5
2013,11,21,1421,1429,-8
2013,11,21,1441,1446,-5
2013,11,21,1454,1459,-5
2013,11,21,1508,1510,-2
2013,11,21,1526,1530,-4
2013,11,21,1541,1545,-4
2013,11,21,1559,1600,-1
2013,11,21,1618,1625,-7
2013,11,21,1632,1621,11
2013,11,21,1652,1700,-8
2013,11,21,1705,1700,5
2013,11,21,1723,1729,-6
2013,11,21,1738,1725,13
2013,11,21,1758,1800,-2
2013,11,21,1821,1829,-8
2013,11,21,1838,1845,-7
2013,11,21,1856,1900,-4
2013,11,21,1921,1921,0
2013,11,21,1937,1940,-3
2013,11,21,1955,1946,9
2013,11,21,2022,1940,42
2013,11,21,2038,1932,66
2013,11,21,2104,2107,-3
2013,11,21,2149,2152,-3
2013,11,21,2310,2245,25
2013,11,22,555,600,-5
2013,11,22,608,615,-7
2013,11,22,627,630,-3
2013,11,22,650,655,-5
2013,11,22,703,700,3
2013,11,22,723,729,-6
2013,11,22,743,700,43
2013,11,22,757,800,-3
2013,11,22,808,800,8
2013,11,22,824,830,-6
2013,11,22,848,822,26
2013,11,22,856,900,-4
2013,11,22,918,920,-2
2013,11,22,941,945,-4
2013,11,22,1003,1005,-2
2013,11,22,1021,1025,-4
2013,11,22,1043,1049,-6
2013,11,22,1111,1114,-3
2013,11,22,1140,1140,0
2013,11,22,1200,1200,0
2013,11,22,1225,1229,-4
2013,11,22,1251,1300,-9
2013,11,22,1311,1315,-4
2013,11,22,1336,1259,37
2013,11,22,1401,1405,-4
2013,11,22,1432,1419,13
2013,11,22,1447,1451,-4
2013,11,22,1458,1500,-2
2013,11,22,1515,1520,-5
2013,11,22,1539,1529,10
2013,11,22,1557,1600,-3
2013,11,22,1620,1530,50
2013,11,22,1639,1630,9
2013,11,22,1656,1600,56
2013,11,22,1703,1705,-2
2013,11,22,1726,1730,-4
2013,11,22,1743,1735,8
2013,11,22,1807,1720,47
2013,11,22,1824,1830,-6
2013,11,22,1837,1800,37
2013,11,22,1859,1834,25
2013,11,22,1924,1745,99
2013,11,22,1938,1930,8
2013,11,22,1958,2000,-2
2013,11,22,2018,1940,38
2013,11,22,2037,1759,158
2013,11,22,2110,2048,22
2013,11,22,2138,2035,63
2013,11,22,2228,2130,58
2013,11,22,,1100,
2013,11,23,559,600,-1
2013,11,23,626,631,-5
2013,11,23,655,700,-5
2013,11,23,717,630,47
2013,11,23,743,745,-2
2013,11,23,805,800,5
2013,11,23,822,830,-8
2013,11,23,838,822,16
2013,11,23,856,900,-4
2013,11,23,921,900,21
2013,11,23,944,945,-1
2013,11,23,1001,1005,-4
2013,11,23,1028,1029,-1
2013,11,23,1107,1114,-7
2013,11,23,1136,1140,-4
2013,11,23,1157,1200,-3
2013,11,23,1242,1246,-4
2013,11,23,1310,1315,-5
2013,11,23,1339,1343,-4
2013,11,23,1419,1208,131
2013,11,23,1442,1450,-8
2013,11,23,1453,1455,-2
2013,11,23,1506,1515,-9
2013,11,23,1529,1525,4
2013,11,23,1552,1600,-8
2013,11,23,1613,1550,23
2013,11,23,1634,1640,-6
2013,11,23,1651,1655,-4
2013,11,23,1705,1710,-5
2013,11,23,1730,1729,1
2013,11,23,1759,1759,0
2013,11,23,1828,1830,-2
2013,11,23,1856,1901,-5
2013,11,23,1930,1940,-10
2013,11,23,2006,1959,7
2013,11,23,2113,2100,13
2013,11,23,2244,2250,-6
2013,11,24,556,600,-4
2013,11,24,633,630,3
2013,11,24,659,658,1
2013,11,24,732,730,2
2013,11,24,754,745,9
2013,11,24,807,811,-4
2013,11,24,835,845,-10
2013,11,24,856,900,-4
2013,11,24,911,915,-4
2013,11,24,935,919,16
2013,11,24,952,1000,-8
2013,11,24,1020,1020,0
2013,11,24,1045,1054,-9
2013,11,24,1114,1115,-1
2013,11,24,1152,1200,-8
2013,11,24,1209,1215,-6
2013,11,24,1243,1141,62
2013,11,24,1301,1245,16
2013,11,24,1324,1329,-5
2013,11,24,1351,1350,1
2013,11,24,1427,1405,22
2013,11,24,1446,1446,0
2013,11,24,1454,1440,14
2013,11,24,1505,1510,-5
2013,11,24,1526,1428,58
2013,11,24,1546,1325,141
2013,11,24,1604,1600,4
2013,11,24,1627,1600,27
2013,11,24,1651,1627,24
2013,11,24,1659,1546,73
2013,11,24,1724,1725,-1
2013,11,24,1738,1617,81
2013,11,24,1802,1630,92
2013,11,24,1817,1820,-3
2013,11,24,1838,1800,38
2013,11,24,1900,1745,75
2013,11,24,1931,1932,-1
2013,11,24,1957,1710,167
2013,11,24,2015,1935,40
2013,11,24,2033,1930,63
2013,11,24,2053,1938,75
2013,11,24,2112,2100,12
2013,11,24,2150,2111,39
2013,11,24,2235,2152,43
2013,11,24,,1345,
2013,11,25,555,600,-5
2013,11,25,614,613,1
2013,11,25,631,630,1
2013,11,25,653,700,-7
2013,11,25,712,715,-3
2013,11,25,737,735,2
2013,11,25,751,800,-9
2013,11,25,806,805,1
2013,11,25,821,835,-14
2013,11,25,838,843,-5
2013,11,25,855,835,20
2013,11,25,915,900,15
2013,11,25,939,940,-1
2013,11,25,956,1001,-5
2013,11,25,1022,1025,-3
2013,11,25,1042,1029,13
2013,11,25,1125,1125,0
2013,11,25,1153,1145,8
2013,11,25,1203,1200,3
2013,11,25,1234,1241,-7
2013,11,25,1257,1300,-3
2013,11,25,1320,1319,1
2013,11,25,1349,1345,4
2013,11,25,1410,1315,55
2013,11,25,1437,1444,-7
